id	lexeme	utf8_hex	codepoints	registry_class	classification	edition	context	fixity	precedence	associativity	canonical_ascii	positive_ids	negative_ids	limits	authority	registry_sha256
NSR-RES-013	<<	3c3c	U+003C U+003C	RESERVED	RESERVED	1;2-compatible	general expression	infix	UNASSIGNED	left	shiftLeft()	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-RES-014	>>	3e3e	U+003E U+003E	RESERVED	RESERVED	1;2-compatible	general expression	infix	UNASSIGNED	left	shiftRight()	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-RES-015	expr[index]	657870725b696e6465785d	U+0065 U+0078 U+0070 U+0072 U+005B U+0069 U+006E U+0064 U+0065 U+0078 U+005D	RESERVED	RESERVED	1;2-compatible	expression suffix	postfix	P180_SUFFIX	left	at()/get()	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-RES-016	a:b	613a62	U+0061 U+003A U+0062	RESERVED	RESERVED	1;2-compatible	future slice grammar	contextual	UNASSIGNED	N/A	slice()	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-RES-017	&expr	2665787072	U+0026 U+0065 U+0078 U+0070 U+0072	RESERVED	RESERVED	1;2-compatible	unsafe/FFI future profile	prefix	UNASSIGNED	right	explicit borrow/address API	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-RES-018	*expr	2a65787072	U+002A U+0065 U+0078 U+0070 U+0072	RESERVED	RESERVED	1;2-compatible	unsafe/FFI future profile	prefix	UNASSIGNED	right	explicit dereference API	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-RES-019	λ	cebb	U+03BB	RESERVED	RESERVED	1;2-compatible	future callable syntax	prefix/binder	CALLABLE_GRAMMAR	N/A	existing callable/lambda syntax	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-RES-020	↦	e286a6	U+21A6	RESERVED	RESERVED	1;2-compatible	future binder/comprehension syntax	infix/binder	UNASSIGNED	right	map()	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-RES-021	|x|	7c787c	U+007C U+0078 U+007C	RESERVED	RESERVED	1;2-compatible	future numeric grammar	delimited	UNASSIGNED	N/A	abs()	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-RES-022	≔	e28994	U+2254	RESERVED	RESERVED	1;2-compatible	future specification/proof grammar	infix	UNASSIGNED	right	definition construct	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-RES-023	∴ / ∵	e288b4202f20e288b5	U+2234 U+0020 U+002F U+0020 U+2235	RESERVED	RESERVED	1;2-compatible	future proof prose/grammar	contextual	UNASSIGNED	N/A	proof narrative APIs	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-REJ-001	|>	7c3e	U+007C U+003E	REJECTED	REJECTED	1;2-compatible	general expression	infix	N/A	N/A	.	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-REJ-002	<->	3c2d3e	U+003C U+002D U+003E	REJECTED	REJECTED	1;2-compatible	general expression	infix	N/A	N/A	<.> if ever activated	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-REJ-003	**	2a2a	U+002A U+002A	REJECTED	REJECTED	1;2-compatible	numeric expression	infix	N/A	N/A	^	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-REJ-004	^ as XOR	5e20617320584f52	U+005E U+0020 U+0061 U+0073 U+0020 U+0058 U+004F U+0052	REJECTED	REJECTED	1;2-compatible	logic/bit expression	semantic reinterpretation	N/A	N/A	xor / ⊻ / bitXor()	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-REJ-005	++	2b2b	U+002B U+002B	REJECTED	REJECTED	1;2-compatible	prefix/postfix mutation	prefix/postfix	N/A	N/A	+= 1	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-REJ-006	--	2d2d	U+002D U+002D	REJECTED	REJECTED	1;2-compatible	prefix/postfix mutation	prefix/postfix	N/A	N/A	-= 1	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-REJ-007	cond ? a : b	636f6e64203f2061203a2062	U+0063 U+006F U+006E U+0064 U+0020 U+003F U+0020 U+0061 U+0020 U+003A U+0020 U+0062	REJECTED	REJECTED	1;2-compatible	general expression	ternary	N/A	right	if/else or a typed conditional method	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-REJ-008	a ?: b	61203f3a2062	U+0061 U+0020 U+003F U+003A U+0020 U+0062	REJECTED	REJECTED	1;2-compatible	general expression	binary/ternary shorthand	N/A	right	?? for Option or explicit conditional	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-REJ-009	:=	3a3d	U+003A U+003D	REJECTED	REJECTED	1;2-compatible	binding or assignment	infix	N/A	right	value.name; or target = value;	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-REJ-010	(a, b, c) as comma operator	28612c20622c20632920617320636f6d6d61206f70657261746f72	U+0028 U+0061 U+002C U+0020 U+0062 U+002C U+0020 U+0063 U+0029 U+0020 U+0061 U+0073 U+0020 U+0063 U+006F U+006D U+006D U+0061 U+0020 U+006F U+0070 U+0065 U+0072 U+0061 U+0074 U+006F U+0072	REJECTED	REJECTED	1;2-compatible	general expression	infix	N/A	left	explicit block or pipeline	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-REJ-011	= as equality	3d20617320657175616c697479	U+003D U+0020 U+0061 U+0073 U+0020 U+0065 U+0071 U+0075 U+0061 U+006C U+0069 U+0074 U+0079	REJECTED	REJECTED	1;2-compatible	comparison expression	infix	N/A	N/A	==	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-REJ-012	<>	3c3e	U+003C U+003E	REJECTED	REJECTED	1;2-compatible	comparison expression	infix	N/A	N/A	!=	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-REJ-013	and / or / not	616e64202f206f72202f206e6f74	U+0061 U+006E U+0064 U+0020 U+002F U+0020 U+006F U+0072 U+0020 U+002F U+0020 U+006E U+006F U+0074	REJECTED	REJECTED	1;2-compatible	Boolean expression	keyword operators	N/A	N/A	&& / || / !	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-REJ-014	!!	2121	U+0021 U+0021	REJECTED	REJECTED	1;2-compatible	general expression	postfix	N/A	N/A	unwrapUnsafe() or doubleFactorial()	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-REJ-015	// as integer division	2f2f20617320696e7465676572206469766973696f6e	U+002F U+002F U+0020 U+0061 U+0073 U+0020 U+0069 U+006E U+0074 U+0065 U+0067 U+0065 U+0072 U+0020 U+0064 U+0069 U+0076 U+0069 U+0073 U+0069 U+006F U+006E	REJECTED	REJECTED	1;2-compatible	numeric expression	infix	N/A	N/A	/	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-REJ-016	=>	3d3e	U+003D U+003E	REJECTED	REJECTED	1;2-compatible	match or callable syntax	separator	N/A	N/A	-> or current callable syntax	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-REJ-017	1..10	312e2e3130	U+0031 U+002E U+002E U+0031 U+0030	REJECTED	REJECTED	1;2-compatible	range expression	infix	N/A	N/A	1…10 or Range.inclusive(1,10)	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-REJ-018	ptr->field	7074722d3e6669656c64	U+0070 U+0074 U+0072 U+002D U+003E U+0066 U+0069 U+0065 U+006C U+0064	REJECTED	REJECTED	1;2-compatible	member access	infix	N/A	N/A	value.field or explicit FFI API	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-REJ-019	100 + 10%	313030202b20313025	U+0031 U+0030 U+0030 U+0020 U+002B U+0020 U+0031 U+0030 U+0025	REJECTED	REJECTED	1;2-compatible	numeric/quantity expression	type combination	N/A	N/A	100 * (1 + 10%) or increase(10%)	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-REJ-020	a ≈ b without tolerance	6120e28988206220776974686f757420746f6c6572616e6365	U+0061 U+0020 U+2248 U+0020 U+0062 U+0020 U+0077 U+0069 U+0074 U+0068 U+006F U+0075 U+0074 U+0020 U+0074 U+006F U+006C U+0065 U+0072 U+0061 U+006E U+0063 U+0065	REJECTED	REJECTED	1;2-compatible	numeric expression	infix usage	N/A	N/A	a.approxEquals(b, absolute: ..., relative: ...)	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-REJ-021	∫ returning bare Float	e288ab2072657475726e696e67206261726520466c6f6174	U+222B U+0020 U+0072 U+0065 U+0074 U+0075 U+0072 U+006E U+0069 U+006E U+0067 U+0020 U+0062 U+0061 U+0072 U+0065 U+0020 U+0046 U+006C U+006F U+0061 U+0074	REJECTED	REJECTED	1;2-compatible	calculus expression	usage	N/A	N/A	IntegralResult<T>	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-REJ-022	a ± b as implicit Tuple	6120c2b1206220617320696d706c69636974205475706c65	U+0061 U+0020 U+00B1 U+0020 U+0062 U+0020 U+0061 U+0073 U+0020 U+0069 U+006D U+0070 U+006C U+0069 U+0063 U+0069 U+0074 U+0020 U+0054 U+0075 U+0070 U+006C U+0065	REJECTED	REJECTED	1;2-compatible	measurement expression	usage	N/A	N/A	Uncertain(a,b).branches()	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-REJ-023	Text + Number	54657874202b204e756d626572	U+0054 U+0065 U+0078 U+0074 U+0020 U+002B U+0020 U+004E U+0075 U+006D U+0062 U+0065 U+0072	REJECTED	REJECTED	1;2-compatible	Text expression	type combination	N/A	N/A	Text.format, interpolation or explicit toText()	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-REJ-024	user-defined new operator lexeme	757365722d646566696e6564206e6577206f70657261746f72206c6578656d65	U+0075 U+0073 U+0065 U+0072 U+002D U+0064 U+0065 U+0066 U+0069 U+006E U+0065 U+0064 U+0020 U+006E U+0065 U+0077 U+0020 U+006F U+0070 U+0065 U+0072 U+0061 U+0074 U+006F U+0072 U+0020 U+006C U+0065 U+0078 U+0065 U+006D U+0065	REJECTED	REJECTED	1;2-compatible	language extension	any	N/A	N/A	implement a known operator protocol or named method	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-REJ-025	fullwidth/confusable operator forms	66756c6c77696474682f636f6e66757361626c65206f70657261746f7220666f726d73	U+0066 U+0075 U+006C U+006C U+0077 U+0069 U+0064 U+0074 U+0068 U+002F U+0063 U+006F U+006E U+0066 U+0075 U+0073 U+0061 U+0062 U+006C U+0065 U+0020 U+006F U+0070 U+0065 U+0072 U+0061 U+0074 U+006F U+0072 U+0020 U+0066 U+006F U+0072 U+006D U+0073	REJECTED	REJECTED	1;2-compatible	general source	lexical	N/A	N/A	registered ASCII/Unicode lexeme	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-REJ-026	%% in expression	252520696e2065787072657373696f6e	U+0025 U+0025 U+0020 U+0069 U+006E U+0020 U+0065 U+0078 U+0070 U+0072 U+0065 U+0073 U+0073 U+0069 U+006F U+006E	REJECTED	REJECTED	1;2-compatible	general expression	infix/postfix	N/A	N/A	% or a format-template `%%`	NONE	lexical:protected;RF172:G167-G169	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
