identity	ownership	effects	capabilities	import_grants_capability	limits	negative_cases
g170-console:Result<Color,ColorParseError>.isErr	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Retained source values plus opt-in pointer-free document/RenderTree/software observation; 256x128 BGRA8 synthetic glyphs; linear document 4096 bytes and title 256 bytes; size is UTF-8 bytes/lines; style selects zero-based payload nodes; Position is logical software pixels; typed Color RGBA8 and native Result; structured Table<Int> 32x8, Tree<Int> 32 nodes/depth16, named products 8 fields/declarations; 4096 rendered bytes and 64 structured publications. Every effect executes once; no window/backend capability inferred. See G170 checklist for narrower method bounds; metadata joins remain in F01. Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:color-result-fallback-type,console:color-result-expect-type,console:color-expect-error-#12G456
g170-console:Result<Color,ColorParseError>.isOk	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Retained source values plus opt-in pointer-free document/RenderTree/software observation; 256x128 BGRA8 synthetic glyphs; linear document 4096 bytes and title 256 bytes; size is UTF-8 bytes/lines; style selects zero-based payload nodes; Position is logical software pixels; typed Color RGBA8 and native Result; structured Table<Int> 32x8, Tree<Int> 32 nodes/depth16, named products 8 fields/declarations; 4096 rendered bytes and 64 structured publications. Every effect executes once; no window/backend capability inferred. See G170 checklist for narrower method bounds; metadata joins remain in F01. Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:color-result-fallback-type,console:color-result-expect-type,console:color-expect-error-#12G456
g170-console:Result<Color,ColorParseError>.unwrapOr	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Retained source values plus opt-in pointer-free document/RenderTree/software observation; 256x128 BGRA8 synthetic glyphs; linear document 4096 bytes and title 256 bytes; size is UTF-8 bytes/lines; style selects zero-based payload nodes; Position is logical software pixels; typed Color RGBA8 and native Result; structured Table<Int> 32x8, Tree<Int> 32 nodes/depth16, named products 8 fields/declarations; 4096 rendered bytes and 64 structured publications. Every effect executes once; no window/backend capability inferred. See G170 checklist for narrower method bounds; metadata joins remain in F01. Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:color-result-fallback-type,console:color-result-expect-type,console:color-expect-error-#12G456
g170-console:Table.console	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Retained source values plus opt-in pointer-free document/RenderTree/software observation; 256x128 BGRA8 synthetic glyphs; linear document 4096 bytes and title 256 bytes; size is UTF-8 bytes/lines; style selects zero-based payload nodes; Position is logical software pixels; typed Color RGBA8 and native Result; structured Table<Int> 32x8, Tree<Int> 32 nodes/depth16, named products 8 fields/declarations; 4096 rendered bytes and 64 structured publications. Every effect executes once; no window/backend capability inferred. See G170 checklist for narrower method bounds; metadata joins remain in F01. Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:structured-table-column,console:structured-view-count-limit
g170-console:Text.console	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Retained source values plus opt-in pointer-free document/RenderTree/software observation; 256x128 BGRA8 synthetic glyphs; linear document 4096 bytes and title 256 bytes; size is UTF-8 bytes/lines; style selects zero-based payload nodes; Position is logical software pixels; typed Color RGBA8 and native Result; structured Table<Int> 32x8, Tree<Int> 32 nodes/depth16, named products 8 fields/declarations; 4096 rendered bytes and 64 structured publications. Every effect executes once; no window/backend capability inferred. See G170 checklist for narrower method bounds; metadata joins remain in F01. Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:bare-color
g170-console:Text.hash	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Retained source values plus opt-in pointer-free document/RenderTree/software observation; 256x128 BGRA8 synthetic glyphs; linear document 4096 bytes and title 256 bytes; size is UTF-8 bytes/lines; style selects zero-based payload nodes; Position is logical software pixels; typed Color RGBA8 and native Result; structured Table<Int> 32x8, Tree<Int> 32 nodes/depth16, named products 8 fields/declarations; 4096 rendered bytes and 64 structured publications. Every effect executes once; no window/backend capability inferred. See G170 checklist for narrower method bounds; metadata joins remain in F01. Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:color-text-hash-limit
g170-console:Tree.console	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Retained source values plus opt-in pointer-free document/RenderTree/software observation; 256x128 BGRA8 synthetic glyphs; linear document 4096 bytes and title 256 bytes; size is UTF-8 bytes/lines; style selects zero-based payload nodes; Position is logical software pixels; typed Color RGBA8 and native Result; structured Table<Int> 32x8, Tree<Int> 32 nodes/depth16, named products 8 fields/declarations; 4096 rendered bytes and 64 structured publications. Every effect executes once; no window/backend capability inferred. See G170 checklist for narrower method bounds; metadata joins remain in F01. Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:structured-tree-value,console:structured-tree-depth-limit
g170-console:visual.summarize	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Canonical existing pure visual_summary_foundation owner, actual Int value 0..255, decimal provenance, one evaluation and independent explicit return; no document/window/rendering effect is claimed. Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:visual-summary-range--1,console:visual-summary-range-256,console:visual-summary-type,console:visual-summary-arity,console:visual-summary-shadow
g170-scan:allowEmpty	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:too-long,scan:option-arity-allowEmpty
g170-scan:autocomplete	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:autocomplete-ambiguous,scan:autocomplete-absent,scan:choice-type-autocomplete
g170-scan:block	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:multiline-missing-terminator,scan:multiline-type-block
g170-scan:bool	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:bool-invalid,scan:option-arity-bool
g170-scan:cancelOn	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:option-type-cancelOn
g170-scan:char	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:char-utf8,scan:char-empty,scan:option-arity-char
g170-scan:choice	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:choice-absent,scan:choice-type
g170-scan:chomp	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:option-arity-chomp
g170-scan:code	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:multiline-type-code
g170-scan:confirm	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:choice-confirm-invalid
g170-scan:confirmSecret	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:confirm-eof-result,scan:confirm-binding-failure,scan:confirm-needs-secret,scan:security-arity-confirmSecret
g170-scan:console	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:field-arity,scan:option-arity-console
g170-scan:enum	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:choice-variant-enum-absent,scan:choice-type-enum
g170-scan:eofAs	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:eof-fallback-type
g170-scan:eofAsNone	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:eof-option-empty-is-invalid,scan:eof-policy-conflict,scan:option-arity-eofAsNone
g170-scan:feedback	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:metadata-type,scan:option-arity-feedback
g170-scan:field	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:field-key-type,scan:field-value-type,scan:field-arity
g170-scan:forgetAfterUse	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:forget-needs-secret,scan:security-arity-forgetAfterUse
g170-scan:form	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:option-type-form
g170-scan:indexChoice	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:choice-arity
g170-scan:int	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:int-overflow,scan:int-invalid
g170-scan:jsonBlock	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:multiline-bad-json,scan:multiline-duplicate-json
g170-scan:lower	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:case-conflict,scan:option-arity-lower
g170-scan:markdown	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:multiline-type-conflict
