rule_id	subgroup	kind	subject	requirement	profile	authority	authority_sha256	test_count
N1-GRAMMAR-primary	S03	GRAMMAR_PRODUCTION	primary	The primary production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#primary	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	222
N1-GRAMMAR-suffix	S03	GRAMMAR_PRODUCTION	suffix	The suffix production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#suffix	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	222
N1-GRAMMAR-call_suffix	S03	GRAMMAR_PRODUCTION	call_suffix	The call_suffix production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#call_suffix	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	18
N1-GRAMMAR-field_suffix	S03	GRAMMAR_PRODUCTION	field_suffix	The field_suffix production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#field_suffix	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	13
N1-GRAMMAR-arguments	S03	GRAMMAR_PRODUCTION	arguments	The arguments production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#arguments	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	18
N1-GRAMMAR-argument	S03	GRAMMAR_PRODUCTION	argument	The argument production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#argument	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	4
N1-GRAMMAR-contextual_option	S03	GRAMMAR_PRODUCTION	contextual_option	The contextual_option production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#contextual_option	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	3
N1-GRAMMAR-lateral_block	S03	GRAMMAR_PRODUCTION	lateral_block	The lateral_block production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#lateral_block	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	222
N1-GRAMMAR-prefix_operator	S03	GRAMMAR_PRODUCTION	prefix_operator	The prefix_operator production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#prefix_operator	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	222
N1-GRAMMAR-infix_operator	S03	GRAMMAR_PRODUCTION	infix_operator	The infix_operator production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#infix_operator	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	222
N1-GRAMMAR-postfix_operator	S03	GRAMMAR_PRODUCTION	postfix_operator	The postfix_operator production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#postfix_operator	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	222
N1-GRAMMAR-literal	S01	GRAMMAR_PRODUCTION	literal	The literal production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#literal	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	15
N1-GRAMMAR-integer	S01	GRAMMAR_PRODUCTION	integer	The integer production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#integer	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	222
N1-GRAMMAR-float	S01	GRAMMAR_PRODUCTION	float	The float production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#float	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	15
N1-GRAMMAR-char	S01	GRAMMAR_PRODUCTION	char	The char production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#char	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	15
N1-GRAMMAR-text	S01	GRAMMAR_PRODUCTION	text	The text production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#text	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	8
N1-GRAMMAR-plain_text	S01	GRAMMAR_PRODUCTION	plain_text	The plain_text production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#plain_text	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	4
N1-GRAMMAR-raw_text	S01	GRAMMAR_PRODUCTION	raw_text	The raw_text production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#raw_text	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	8
N1-GRAMMAR-multiline_text	S01	GRAMMAR_PRODUCTION	multiline_text	The multiline_text production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#multiline_text	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	8
N1-GRAMMAR-interpolation	S03	GRAMMAR_PRODUCTION	interpolation	The interpolation production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#interpolation	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	8
N1-GRAMMAR-format_profile	S03	GRAMMAR_PRODUCTION	format_profile	The format_profile production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#format_profile	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	8
N1-GRAMMAR-array_value	S02	GRAMMAR_PRODUCTION	array_value	The array_value production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#array_value	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	222
N1-GRAMMAR-typed_constructor	S02	GRAMMAR_PRODUCTION	typed_constructor	The typed_constructor production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#typed_constructor	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	4
N1-GRAMMAR-struct_decl	S02	GRAMMAR_PRODUCTION	struct_decl	The struct_decl production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#struct_decl	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	13
N1-GRAMMAR-struct_value	S02	GRAMMAR_PRODUCTION	struct_value	The struct_value production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#struct_value	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	13
N1-GRAMMAR-field_initializer	S02	GRAMMAR_PRODUCTION	field_initializer	The field_initializer production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#field_initializer	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	13
N1-GRAMMAR-nominal_decl	S02	GRAMMAR_PRODUCTION	nominal_decl	The nominal_decl production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#nominal_decl	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	13
N1-GRAMMAR-alias_decl	S02	GRAMMAR_PRODUCTION	alias_decl	The alias_decl production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#alias_decl	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	13
N1-GRAMMAR-newtype_decl	S02	GRAMMAR_PRODUCTION	newtype_decl	The newtype_decl production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#newtype_decl	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	13
N1-GRAMMAR-enum_decl	S02	GRAMMAR_PRODUCTION	enum_decl	The enum_decl production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#enum_decl	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	13
N1-GRAMMAR-variant	S02	GRAMMAR_PRODUCTION	variant	The variant production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#variant	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	13
N1-GRAMMAR-generic_decl	S02	GRAMMAR_PRODUCTION	generic_decl	The generic_decl production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#generic_decl	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	13
N1-GRAMMAR-constraint	S02	GRAMMAR_PRODUCTION	constraint	The constraint production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#constraint	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	13
N1-GRAMMAR-callable_decl	S04	GRAMMAR_PRODUCTION	callable_decl	The callable_decl production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#callable_decl	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	18
N1-GRAMMAR-overload_decl	S04	GRAMMAR_PRODUCTION	overload_decl	The overload_decl production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#overload_decl	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	18
N1-GRAMMAR-match_statement	S03	GRAMMAR_PRODUCTION	match_statement	The match_statement production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#match_statement	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	13
N1-GRAMMAR-match_arm	S03	GRAMMAR_PRODUCTION	match_arm	The match_arm production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#match_arm	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	13
N1-GRAMMAR-module_program	S04	GRAMMAR_PRODUCTION	module_program	The module_program production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#module_program	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	18
N1-GRAMMAR-import_decl	S04	GRAMMAR_PRODUCTION	import_decl	The import_decl production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#import_decl	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	18
N1-GRAMMAR-import_target	S04	GRAMMAR_PRODUCTION	import_target	The import_target production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#import_target	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	18
N1-GRAMMAR-selection	S03	GRAMMAR_PRODUCTION	selection	The selection production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#selection	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	18
N1-GRAMMAR-import_capsule	S04	GRAMMAR_PRODUCTION	import_capsule	The import_capsule production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#import_capsule	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	18
N1-GRAMMAR-export_decl	S04	GRAMMAR_PRODUCTION	export_decl	The export_decl production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#export_decl	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	18
N1-GRAMMAR-module_expression	S04	GRAMMAR_PRODUCTION	module_expression	The module_expression production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#module_expression	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	18
N1-GRAMMAR-doc_block	S04	GRAMMAR_PRODUCTION	doc_block	The doc_block production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#doc_block	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	18
N1-GRAMMAR-doc_field	S04	GRAMMAR_PRODUCTION	doc_field	The doc_field production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#doc_field	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	18
N1-GRAMMAR-doc_contract	S04	GRAMMAR_PRODUCTION	doc_contract	The doc_contract production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#doc_contract	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	18
N1-GRAMMAR-doc_example	S04	GRAMMAR_PRODUCTION	doc_example	The doc_example production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#doc_example	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	18
N1-GRAMMAR-profile_program	S03	GRAMMAR_PRODUCTION	profile_program	The profile_program production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#profile_program	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	120
N1-GRAMMAR-profile_binding	S03	GRAMMAR_PRODUCTION	profile_binding	The profile_binding production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#profile_binding	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	120
N1-GRAMMAR-domain_expression	S03	GRAMMAR_PRODUCTION	domain_expression	The domain_expression production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#domain_expression	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	120
N1-GRAMMAR-domain_atom	S03	GRAMMAR_PRODUCTION	domain_atom	The domain_atom production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#domain_atom	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	120
N1-GRAMMAR-domain_callee	S03	GRAMMAR_PRODUCTION	domain_callee	The domain_callee production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#domain_callee	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	120
N1-GRAMMAR-profile_arguments	S03	GRAMMAR_PRODUCTION	profile_arguments	The profile_arguments production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#profile_arguments	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	120
N1-GRAMMAR-profile_argument	S03	GRAMMAR_PRODUCTION	profile_argument	The profile_argument production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#profile_argument	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	120
N1-GRAMMAR-domain_suffix	S03	GRAMMAR_PRODUCTION	domain_suffix	The domain_suffix production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#domain_suffix	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	120
N1-GRAMMAR-annotation	S03	GRAMMAR_PRODUCTION	annotation	The annotation production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#annotation	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	120
N1-GRAMMAR-math_constant	S03	GRAMMAR_PRODUCTION	math_constant	The math_constant production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#math_constant	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	222
N1-GRAMMAR-delimited_math	S03	GRAMMAR_PRODUCTION	delimited_math	The delimited_math production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#delimited_math	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	222
N1-GRAMMAR-reduction	S03	GRAMMAR_PRODUCTION	reduction	The reduction production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#reduction	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	222
N1-GRAMMAR-identifier	S01	GRAMMAR_PRODUCTION	identifier	The identifier production must use the structural form in NEBO-GRAMMAR-1.0.ebnf, subject to exact lexical, type, precedence and profile restrictions. Structure alone does not grant arbitrary composition.	BOUNDED_STRUCTURAL_PROFILE	docs/reference/language/SYNTAX-FORM-REGISTRY.tsv#identifier	56b4182546d63b353c953263a9c781c0ca6e025f0d75a6dde6e5313325e47a12	15
N1-DIAG-native-catalog:NEBO_CLI_USAGE	S07	DIAGNOSTIC_DEFINITION	native-catalog:NEBO_CLI_USAGE	Diagnostic NEBO_CLI_USAGE retains severity 1, phase 1 and message identity invalid command-line usage. UTF8 byte half-open; LSP UTF16 conversion. source error=1; usage/environment=2; internal=101; success=0. Code definition is verified through the native projection; source reachability is not inferred for every code.	NORMATIVE_DIAGNOSTIC_IDENTITY	sdk/contracts/compatibility/DIAGNOSTIC-COMPATIBILITY-REGISTRY.tsv#native-catalog:NEBO_CLI_USAGE	d92fbe8a4f51812400512996c8b2ff2e9616e4df2fe6059cd4923bf6e69696a6	4
N1-DIAG-native-catalog:NEBO_SOURCE_BOM_FORBIDDEN	S07	DIAGNOSTIC_DEFINITION	native-catalog:NEBO_SOURCE_BOM_FORBIDDEN	Diagnostic NEBO_SOURCE_BOM_FORBIDDEN retains severity 1, phase 2 and message identity UTF-8 BOM is forbidden. UTF8 byte half-open; LSP UTF16 conversion. source error=1; usage/environment=2; internal=101; success=0. Code definition is verified through the native projection; source reachability is not inferred for every code.	NORMATIVE_DIAGNOSTIC_IDENTITY	sdk/contracts/compatibility/DIAGNOSTIC-COMPATIBILITY-REGISTRY.tsv#native-catalog:NEBO_SOURCE_BOM_FORBIDDEN	d92fbe8a4f51812400512996c8b2ff2e9616e4df2fe6059cd4923bf6e69696a6	4
