item_id	subject	defined_value	failure_policy	scope	authority	state
ID-PUBLIC-5c4778e568eebac49774f5aa	g060-format:NEBO-FORMAT-003	Actual Int64/Float/Bool/Text arguments; literal strict template or dynamic checked policy; 4096 template bytes, 128 nodes, 64 args, width 256, precision 6, output 1 MiB; native typed renderer and distinct owned result frames; named lexical values evaluated once; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	format:wrong-type	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g060-format:NEBO-FORMAT-003	DECLARED
ID-PUBLIC-45d326da50c8c8288c2dc4ad	g060-format:NEBO-FORMAT-004	Actual Int64/Float/Bool/Text arguments; literal strict template or dynamic checked policy; 4096 template bytes, 128 nodes, 64 args, width 256, precision 6, output 1 MiB; native typed renderer and distinct owned result frames; named lexical values evaluated once; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	format:width-limit,format:precision-limit	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g060-format:NEBO-FORMAT-004	DECLARED
ID-PUBLIC-d30355c2cece43146c07e93c	g060-format:NEBO-FORMAT-005	Actual Int64/Float/Bool/Text arguments; literal strict template or dynamic checked policy; 4096 template bytes, 128 nodes, 64 args, width 256, precision 6, output 1 MiB; native typed renderer and distinct owned result frames; named lexical values evaluated once; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	format:named-duplicate,format:named-absent	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g060-format:NEBO-FORMAT-005	DECLARED
ID-PUBLIC-86b66c8b359c731c8cd773be	g060-format:NEBO-FORMAT-006	Actual Int64/Float/Bool/Text arguments; literal strict template or dynamic checked policy; 4096 template bytes, 128 nodes, 64 args, width 256, precision 6, output 1 MiB; native typed renderer and distinct owned result frames; named lexical values evaluated once; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	format:position-zero,format:position-missing	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g060-format:NEBO-FORMAT-006	DECLARED
ID-PUBLIC-d2ba4b9eaf9bddc9b87c5574	g060-format:NEBO-FORMAT-007	Actual Int64/Float/Bool/Text arguments; literal strict template or dynamic checked policy; 4096 template bytes, 128 nodes, 64 args, width 256, precision 6, output 1 MiB; native typed renderer and distinct owned result frames; named lexical values evaluated once; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	format:coercion-forbidden	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g060-format:NEBO-FORMAT-007	DECLARED
ID-PUBLIC-37b024b85dc0fcb4626a142a	g060-format:NEBO-FORMAT-008	Actual Int64/Float/Bool/Text arguments; literal strict template or dynamic checked policy; 4096 template bytes, 128 nodes, 64 args, width 256, precision 6, output 1 MiB; native typed renderer and distinct owned result frames; named lexical values evaluated once; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	format:template-4097	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g060-format:NEBO-FORMAT-008	DECLARED
ID-PUBLIC-e1b83788f26f154f766e3067	g061-format:${id:hex(width: 8)}	Ordinary token/AST expression children; native pure-only effect policy with resolved callee bodies; static G059 nodes and G062 profiles; 64 segments, 16 nested quotes, 4096 source-content bytes; native named-product fields preserve declared types/offsets and source order (8 declarations/8 fields); native-token tooling preserves literals and exposes expressions; rename uses existing G162 receiver-method SymbolIds; privacy remains a separate obligation Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	interpolation:width-limit,interpolation:width-type,interpolation:width-name	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g061-format:${id:hex(width: 8)}	DECLARED
ID-PUBLIC-984a1ab7caa70d80d9478186	g061-format:${nome:align(right, 20)}	Ordinary token/AST expression children; native pure-only effect policy with resolved callee bodies; static G059 nodes and G062 profiles; 64 segments, 16 nested quotes, 4096 source-content bytes; native named-product fields preserve declared types/offsets and source order (8 declarations/8 fields); native-token tooling preserves literals and exposes expressions; rename uses existing G162 receiver-method SymbolIds; privacy remains a separate obligation Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	interpolation:align-side,interpolation:align-width	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g061-format:${nome:align(right, 20)}	DECLARED
ID-PUBLIC-f9602aeea50887a02b6acb9f	g061-format:${nome}	Ordinary token/AST expression children; native pure-only effect policy with resolved callee bodies; static G059 nodes and G062 profiles; 64 segments, 16 nested quotes, 4096 source-content bytes; native named-product fields preserve declared types/offsets and source order (8 declarations/8 fields); native-token tooling preserves literals and exposes expressions; rename uses existing G162 receiver-method SymbolIds; privacy remains a separate obligation Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	interpolation:missing-name	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g061-format:${nome}	DECLARED
ID-PUBLIC-a7e6c7caaab8f5758093c1bb	g061-format:${preco:fixed(2)}	Ordinary token/AST expression children; native pure-only effect policy with resolved callee bodies; static G059 nodes and G062 profiles; 64 segments, 16 nested quotes, 4096 source-content bytes; native named-product fields preserve declared types/offsets and source order (8 declarations/8 fields); native-token tooling preserves literals and exposes expressions; rename uses existing G162 receiver-method SymbolIds; privacy remains a separate obligation Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	interpolation:wrong-type-fixed,interpolation:precision-limit	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g061-format:${preco:fixed(2)}	DECLARED
ID-PUBLIC-fe4a9c183b8f80e1cf29a182	g061-format:${texto.codepointCount()}	Ordinary token/AST expression children; native pure-only effect policy with resolved callee bodies; static G059 nodes and G062 profiles; 64 segments, 16 nested quotes, 4096 source-content bytes; native named-product fields preserve declared types/offsets and source order (8 declarations/8 fields); native-token tooling preserves literals and exposes expressions; rename uses existing G162 receiver-method SymbolIds; privacy remains a separate obligation Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	interpolation:effect-console	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g061-format:${texto.codepointCount()}	DECLARED
ID-PUBLIC-c381297cdd85bc882a1eebda	g061-format:${utilizador.nome}	Ordinary token/AST expression children; native pure-only effect policy with resolved callee bodies; static G059 nodes and G062 profiles; 64 segments, 16 nested quotes, 4096 source-content bytes; native named-product fields preserve declared types/offsets and source order (8 declarations/8 fields); native-token tooling preserves literals and exposes expressions; rename uses existing G162 receiver-method SymbolIds; privacy remains a separate obligation Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	composite:typed-struct-wrong-text,composite:typed-struct-wrong-int,composite:typed-struct-unknown-projection,composite:typed-struct-interpolation-effects	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g061-format:${utilizador.nome}	DECLARED
ID-PUBLIC-738d802bace68632720f7a15	g061-format:${valor:fixed(2)}	Ordinary token/AST expression children; native pure-only effect policy with resolved callee bodies; static G059 nodes and G062 profiles; 64 segments, 16 nested quotes, 4096 source-content bytes; native named-product fields preserve declared types/offsets and source order (8 declarations/8 fields); native-token tooling preserves literals and exposes expressions; rename uses existing G162 receiver-method SymbolIds; privacy remains a separate obligation Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	interpolation:wrong-type-fixed,interpolation:precision-limit	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g061-format:${valor:fixed(2)}	DECLARED
ID-PUBLIC-0c9ff39c358fd2b927713cd2	g061-format:${x + y}	Ordinary token/AST expression children; native pure-only effect policy with resolved callee bodies; static G059 nodes and G062 profiles; 64 segments, 16 nested quotes, 4096 source-content bytes; native named-product fields preserve declared types/offsets and source order (8 declarations/8 fields); native-token tooling preserves literals and exposes expressions; rename uses existing G162 receiver-method SymbolIds; privacy remains a separate obligation Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	interpolation:missing-name	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g061-format:${x + y}	DECLARED
ID-PUBLIC-676f09c660c7e06e95e7a645	g061-format:A_B_FORMAT_PLAN_EQUIVALENCE	Ordinary token/AST expression children; native pure-only effect policy with resolved callee bodies; static G059 nodes and G062 profiles; 64 segments, 16 nested quotes, 4096 source-content bytes; native named-product fields preserve declared types/offsets and source order (8 declarations/8 fields); native-token tooling preserves literals and exposes expressions; rename uses existing G162 receiver-method SymbolIds; privacy remains a separate obligation Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	interpolation:wrong-type-fixed	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g061-format:A_B_FORMAT_PLAN_EQUIVALENCE	DECLARED
ID-PUBLIC-c77f14604299185cae3d3bc2	g061-format:FormatProfileExpr	Ordinary token/AST expression children; native pure-only effect policy with resolved callee bodies; static G059 nodes and G062 profiles; 64 segments, 16 nested quotes, 4096 source-content bytes; native named-product fields preserve declared types/offsets and source order (8 declarations/8 fields); native-token tooling preserves literals and exposes expressions; rename uses existing G162 receiver-method SymbolIds; privacy remains a separate obligation Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	interpolation:unknown-profile,interpolation:width-name	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g061-format:FormatProfileExpr	DECLARED
ID-PUBLIC-6e8cbfb0d236fba85b7fac15	g061-format:INTERPOLATION_EFFECT_POLICY=PURE_ONLY	Ordinary token/AST expression children; native pure-only effect policy with resolved callee bodies; static G059 nodes and G062 profiles; 64 segments, 16 nested quotes, 4096 source-content bytes; native named-product fields preserve declared types/offsets and source order (8 declarations/8 fields); native-token tooling preserves literals and exposes expressions; rename uses existing G162 receiver-method SymbolIds; privacy remains a separate obligation Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	interpolation:effect-console,interpolation:effect-function,interpolation:effect-transitive,interpolation:effect-mutable	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g061-format:INTERPOLATION_EFFECT_POLICY=PURE_ONLY	DECLARED
ID-PUBLIC-2fa33969b0c5aee2d74588af	g061-format:INTERPOLATION_EVALUATION=EXACTLY_ONCE	Ordinary token/AST expression children; native pure-only effect policy with resolved callee bodies; static G059 nodes and G062 profiles; 64 segments, 16 nested quotes, 4096 source-content bytes; native named-product fields preserve declared types/offsets and source order (8 declarations/8 fields); native-token tooling preserves literals and exposes expressions; rename uses existing G162 receiver-method SymbolIds; privacy remains a separate obligation Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	interpolation:effect-function	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g061-format:INTERPOLATION_EVALUATION=EXACTLY_ONCE	DECLARED
ID-PUBLIC-a4374b03774d28f0d1661362	g061-format:INTERPOLATION_ORDER=LEFT_TO_RIGHT	Ordinary token/AST expression children; native pure-only effect policy with resolved callee bodies; static G059 nodes and G062 profiles; 64 segments, 16 nested quotes, 4096 source-content bytes; native named-product fields preserve declared types/offsets and source order (8 declarations/8 fields); native-token tooling preserves literals and exposes expressions; rename uses existing G162 receiver-method SymbolIds; privacy remains a separate obligation Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	interpolation:effect-transitive	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g061-format:INTERPOLATION_ORDER=LEFT_TO_RIGHT	DECLARED
ID-PUBLIC-6c4e924ad91c85612cf36c90	g061-format:InterpolatedTextExpr	Ordinary token/AST expression children; native pure-only effect policy with resolved callee bodies; static G059 nodes and G062 profiles; 64 segments, 16 nested quotes, 4096 source-content bytes; native named-product fields preserve declared types/offsets and source order (8 declarations/8 fields); native-token tooling preserves literals and exposes expressions; rename uses existing G162 receiver-method SymbolIds; privacy remains a separate obligation Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	interpolation:effect-console	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g061-format:InterpolatedTextExpr	DECLARED
ID-PUBLIC-aeb0464e94d9f4992cc3edc5	g061-format:InterpolatedTextExpr.lowerToFormatPlan()	Ordinary token/AST expression children; native pure-only effect policy with resolved callee bodies; static G059 nodes and G062 profiles; 64 segments, 16 nested quotes, 4096 source-content bytes; native named-product fields preserve declared types/offsets and source order (8 declarations/8 fields); native-token tooling preserves literals and exposes expressions; rename uses existing G162 receiver-method SymbolIds; privacy remains a separate obligation Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	interpolation:precision-limit	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g061-format:InterpolatedTextExpr.lowerToFormatPlan()	DECLARED
ID-PUBLIC-a136f2fa47db86337d2ef813	g061-format:InterpolationEndToken	Ordinary token/AST expression children; native pure-only effect policy with resolved callee bodies; static G059 nodes and G062 profiles; 64 segments, 16 nested quotes, 4096 source-content bytes; native named-product fields preserve declared types/offsets and source order (8 declarations/8 fields); native-token tooling preserves literals and exposes expressions; rename uses existing G162 receiver-method SymbolIds; privacy remains a separate obligation Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	interpolation:nesting-limit	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g061-format:InterpolationEndToken	DECLARED
ID-PUBLIC-15b6e96165bb019526eb17ed	g061-format:InterpolationPurityCheck	Ordinary token/AST expression children; native pure-only effect policy with resolved callee bodies; static G059 nodes and G062 profiles; 64 segments, 16 nested quotes, 4096 source-content bytes; native named-product fields preserve declared types/offsets and source order (8 declarations/8 fields); native-token tooling preserves literals and exposes expressions; rename uses existing G162 receiver-method SymbolIds; privacy remains a separate obligation Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	interpolation:effect-transitive,interpolation:effect-mutable	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g061-format:InterpolationPurityCheck	DECLARED
ID-PUBLIC-19a4e52e6758b9ded9923207	g061-format:InterpolationRecovery	Ordinary token/AST expression children; native pure-only effect policy with resolved callee bodies; static G059 nodes and G062 profiles; 64 segments, 16 nested quotes, 4096 source-content bytes; native named-product fields preserve declared types/offsets and source order (8 declarations/8 fields); native-token tooling preserves literals and exposes expressions; rename uses existing G162 receiver-method SymbolIds; privacy remains a separate obligation Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	interpolation:nesting-limit,interpolation:segments-limit	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g061-format:InterpolationRecovery	DECLARED
ID-PUBLIC-cc84444e00a3c9f3fde58169	g061-format:InterpolationSegment.expression	Ordinary token/AST expression children; native pure-only effect policy with resolved callee bodies; static G059 nodes and G062 profiles; 64 segments, 16 nested quotes, 4096 source-content bytes; native named-product fields preserve declared types/offsets and source order (8 declarations/8 fields); native-token tooling preserves literals and exposes expressions; rename uses existing G162 receiver-method SymbolIds; privacy remains a separate obligation Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	interpolation:effect-console	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g061-format:InterpolationSegment.expression	DECLARED
ID-PUBLIC-22853da32d0302b76ac61952	g061-format:InterpolationSegment.literal	Ordinary token/AST expression children; native pure-only effect policy with resolved callee bodies; static G059 nodes and G062 profiles; 64 segments, 16 nested quotes, 4096 source-content bytes; native named-product fields preserve declared types/offsets and source order (8 declarations/8 fields); native-token tooling preserves literals and exposes expressions; rename uses existing G162 receiver-method SymbolIds; privacy remains a separate obligation Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	interpolation:template-tail-limit	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g061-format:InterpolationSegment.literal	DECLARED
ID-PUBLIC-300f283ff0a03712be4e7d3f	g061-format:InterpolationStartToken	Ordinary token/AST expression children; native pure-only effect policy with resolved callee bodies; static G059 nodes and G062 profiles; 64 segments, 16 nested quotes, 4096 source-content bytes; native named-product fields preserve declared types/offsets and source order (8 declarations/8 fields); native-token tooling preserves literals and exposes expressions; rename uses existing G162 receiver-method SymbolIds; privacy remains a separate obligation Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	interpolation:effect-console	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g061-format:InterpolationStartToken	DECLARED
ID-PUBLIC-8916d4340fc2f4846ad8d4c7	g061-format:InterpolationTemporary	Ordinary token/AST expression children; native pure-only effect policy with resolved callee bodies; static G059 nodes and G062 profiles; 64 segments, 16 nested quotes, 4096 source-content bytes; native named-product fields preserve declared types/offsets and source order (8 declarations/8 fields); native-token tooling preserves literals and exposes expressions; rename uses existing G162 receiver-method SymbolIds; privacy remains a separate obligation Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	interpolation:effect-mutable	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g061-format:InterpolationTemporary	DECLARED
ID-PUBLIC-5b7b1b964c6f72143d9a1087	g061-format:LSP interpolation tokens	Ordinary token/AST expression children; native pure-only effect policy with resolved callee bodies; static G059 nodes and G062 profiles; 64 segments, 16 nested quotes, 4096 source-content bytes; native named-product fields preserve declared types/offsets and source order (8 declarations/8 fields); native-token tooling preserves literals and exposes expressions; rename uses existing G162 receiver-method SymbolIds; privacy remains a separate obligation Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	interpolation:tooling-literal-and-comment,interpolation:tooling-token-limit	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g061-format:LSP interpolation tokens	DECLARED
ID-PUBLIC-0f299eb500d6ca0b5583c976	g061-format:RUNTIME_TEMPLATE_PARSE=NO	Ordinary token/AST expression children; native pure-only effect policy with resolved callee bodies; static G059 nodes and G062 profiles; 64 segments, 16 nested quotes, 4096 source-content bytes; native named-product fields preserve declared types/offsets and source order (8 declarations/8 fields); native-token tooling preserves literals and exposes expressions; rename uses existing G162 receiver-method SymbolIds; privacy remains a separate obligation Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	interpolation:unknown-profile	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g061-format:RUNTIME_TEMPLATE_PARSE=NO	DECLARED
ID-PUBLIC-f44e6e09f3fd5df76357b985	g061-format:\${	Ordinary token/AST expression children; native pure-only effect policy with resolved callee bodies; static G059 nodes and G062 profiles; 64 segments, 16 nested quotes, 4096 source-content bytes; native named-product fields preserve declared types/offsets and source order (8 declarations/8 fields); native-token tooling preserves literals and exposes expressions; rename uses existing G162 receiver-method SymbolIds; privacy remains a separate obligation Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	interpolation:effect-console	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g061-format:\${	DECLARED
ID-PUBLIC-cc63f5b0475b22b837ff14ff	g061-format:formatter interpolation	Ordinary token/AST expression children; native pure-only effect policy with resolved callee bodies; static G059 nodes and G062 profiles; 64 segments, 16 nested quotes, 4096 source-content bytes; native named-product fields preserve declared types/offsets and source order (8 declarations/8 fields); native-token tooling preserves literals and exposes expressions; rename uses existing G162 receiver-method SymbolIds; privacy remains a separate obligation Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	interpolation:tooling-format-invalid	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g061-format:formatter interpolation	DECLARED
ID-PUBLIC-7836359f369b3e30d6c88311	g061-format:rename inside interpolation	Ordinary token/AST expression children; native pure-only effect policy with resolved callee bodies; static G059 nodes and G062 profiles; 64 segments, 16 nested quotes, 4096 source-content bytes; native named-product fields preserve declared types/offsets and source order (8 declarations/8 fields); native-token tooling preserves literals and exposes expressions; rename uses existing G162 receiver-method SymbolIds; privacy remains a separate obligation Checked format/interpolation profile; 64 segments; finite text/output budgets; pure interpolation	interpolation:tooling-rename-literal	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g061-format:rename inside interpolation	DECLARED
ID-PUBLIC-9717365fda11bc569ec5218f	g170-console:Bool.console	Retained source values plus opt-in pointer-free document/RenderTree/software observation; 256x128 BGRA8 synthetic glyphs; linear document 4096 bytes and title 256 bytes; size is UTF-8 bytes/lines; style selects zero-based payload nodes; Position is logical software pixels; typed Color RGBA8 and native Result; structured Table<Int> 32x8, Tree<Int> 32 nodes/depth16, named products 8 fields/declarations; 4096 rendered bytes and 64 structured publications. Every effect executes once; no window/backend capability inferred. See G170 checklist for narrower method bounds; metadata joins remain in F01. Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:bare-color	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g170-console:Bool.console	DECLARED
ID-PUBLIC-e5aef262423aa23b1dbed96b	g170-console:Color(Int,Int,Int)	Retained source values plus opt-in pointer-free document/RenderTree/software observation; 256x128 BGRA8 synthetic glyphs; linear document 4096 bytes and title 256 bytes; size is UTF-8 bytes/lines; style selects zero-based payload nodes; Position is logical software pixels; typed Color RGBA8 and native Result; structured Table<Int> 32x8, Tree<Int> 32 nodes/depth16, named products 8 fields/declarations; 4096 rendered bytes and 64 structured publications. Every effect executes once; no window/backend capability inferred. See G170 checklist for narrower method bounds; metadata joins remain in F01. Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:color-sugar-arity	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g170-console:Color(Int,Int,Int)	DECLARED
ID-PUBLIC-1545603bf6b67e0650054d3d	g170-console:Color(Int,Int,Int,Int)	Retained source values plus opt-in pointer-free document/RenderTree/software observation; 256x128 BGRA8 synthetic glyphs; linear document 4096 bytes and title 256 bytes; size is UTF-8 bytes/lines; style selects zero-based payload nodes; Position is logical software pixels; typed Color RGBA8 and native Result; structured Table<Int> 32x8, Tree<Int> 32 nodes/depth16, named products 8 fields/declarations; 4096 rendered bytes and 64 structured publications. Every effect executes once; no window/backend capability inferred. See G170 checklist for narrower method bounds; metadata joins remain in F01. Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:color-sugar-arity	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g170-console:Color(Int,Int,Int,Int)	DECLARED
ID-PUBLIC-4fcc39a0e660120cf35d6203	g170-console:Color(TextLiteral)	Retained source values plus opt-in pointer-free document/RenderTree/software observation; 256x128 BGRA8 synthetic glyphs; linear document 4096 bytes and title 256 bytes; size is UTF-8 bytes/lines; style selects zero-based payload nodes; Position is logical software pixels; typed Color RGBA8 and native Result; structured Table<Int> 32x8, Tree<Int> 32 nodes/depth16, named products 8 fields/declarations; 4096 rendered bytes and 64 structured publications. Every effect executes once; no window/backend capability inferred. See G170 checklist for narrower method bounds; metadata joins remain in F01. Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:color-sugar-arity	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g170-console:Color(TextLiteral)	DECLARED
ID-PUBLIC-28047b920803d1f18459ea31	g170-console:Color.alpha	Retained source values plus opt-in pointer-free document/RenderTree/software observation; 256x128 BGRA8 synthetic glyphs; linear document 4096 bytes and title 256 bytes; size is UTF-8 bytes/lines; style selects zero-based payload nodes; Position is logical software pixels; typed Color RGBA8 and native Result; structured Table<Int> 32x8, Tree<Int> 32 nodes/depth16, named products 8 fields/declarations; 4096 rendered bytes and 64 structured publications. Every effect executes once; no window/backend capability inferred. See G170 checklist for narrower method bounds; metadata joins remain in F01. Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:channel-arity	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g170-console:Color.alpha	DECLARED
ID-PUBLIC-c71cb2602cb83caa49ca5f40	g170-console:Color.blue	Retained source values plus opt-in pointer-free document/RenderTree/software observation; 256x128 BGRA8 synthetic glyphs; linear document 4096 bytes and title 256 bytes; size is UTF-8 bytes/lines; style selects zero-based payload nodes; Position is logical software pixels; typed Color RGBA8 and native Result; structured Table<Int> 32x8, Tree<Int> 32 nodes/depth16, named products 8 fields/declarations; 4096 rendered bytes and 64 structured publications. Every effect executes once; no window/backend capability inferred. See G170 checklist for narrower method bounds; metadata joins remain in F01. Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:channel-arity	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g170-console:Color.blue	DECLARED
ID-PUBLIC-08609bddec5408c08be0046b	g170-console:Color.copy	Retained source values plus opt-in pointer-free document/RenderTree/software observation; 256x128 BGRA8 synthetic glyphs; linear document 4096 bytes and title 256 bytes; size is UTF-8 bytes/lines; style selects zero-based payload nodes; Position is logical software pixels; typed Color RGBA8 and native Result; structured Table<Int> 32x8, Tree<Int> 32 nodes/depth16, named products 8 fields/declarations; 4096 rendered bytes and 64 structured publications. Every effect executes once; no window/backend capability inferred. See G170 checklist for narrower method bounds; metadata joins remain in F01. Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:equals-type	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g170-console:Color.copy	DECLARED
ID-PUBLIC-5e96015b74b7fecd127e454d	g170-console:Color.equals	Retained source values plus opt-in pointer-free document/RenderTree/software observation; 256x128 BGRA8 synthetic glyphs; linear document 4096 bytes and title 256 bytes; size is UTF-8 bytes/lines; style selects zero-based payload nodes; Position is logical software pixels; typed Color RGBA8 and native Result; structured Table<Int> 32x8, Tree<Int> 32 nodes/depth16, named products 8 fields/declarations; 4096 rendered bytes and 64 structured publications. Every effect executes once; no window/backend capability inferred. See G170 checklist for narrower method bounds; metadata joins remain in F01. Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:equals-type	STABLE_PUBLIC_PROFILE	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#g170-console:Color.equals	DECLARED
