identity	name	module	layer	tier	rule_id	classification	reason
g170-console:visual.summarize	visual.summarize	builtin.Console	STDLIB	STABLE_1_0	N1-PUBLIC-a522d475eb1b0290542ef136	NORMATIVE_STABLE_PROFILE	Canonical existing pure visual_summary_foundation owner, actual Int value 0..255, decimal provenance, one evaluation and independent explicit return; no document/window/rendering effect is claimed.
g170-scan:allowEmpty	ScanPlan.allowEmpty	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-d280a7afaf138a03c91196b5	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:autocomplete	ScanPlan.autocomplete	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-4eed5f7b6e2e3f40dbbecd12	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:block	ScanPlan.block	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-a59b9b781698924a97c2b63d	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:bool	ScanPlan.bool	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-661156a5c3f607ff8479067f	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:cancelOn	ScanPlan.cancelOn	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-18cf1afc6b2430617b19fa6e	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:char	ScanPlan.char	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-baa4c7e795571f7dc06da886	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:choice	ScanPlan.choice	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-f46e5c699e113f52a726c8bf	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:chomp	ScanPlan.chomp	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-6458f0a11163acce02e5ebb4	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:code	ScanPlan.code	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-5fe63297e9b9f31dac4ec7ca	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:confirm	ScanPlan.confirm	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-ba17dbb89c91e0268d1c32c3	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:confirmSecret	ScanPlan.confirmSecret	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-bf3cbb036ad14be75a9267cc	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:console	ScanPlan.console	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-67ee345c0dbb50298fa298a1	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:enum	ScanPlan.enum	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-26359e25e58903e29480db1f	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:eofAs	ScanPlan.eofAs	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-38ec76fb539b885063554914	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:eofAsNone	ScanPlan.eofAsNone	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-bbe29e14b9f4bce9c1d99141	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:feedback	ScanPlan.feedback	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-b3d4d0c5717bcba03862b9d0	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:field	ScanPlan.field	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-49c1da140cb91a2150219324	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:forgetAfterUse	ScanPlan.forgetAfterUse	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-fcfb6580743cbc9de40dde48	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:form	ScanPlan.form	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-fc6a1eae11c6deae1278b277	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:indexChoice	ScanPlan.indexChoice	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-b77957b906ae1b4d62eb740d	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:int	ScanPlan.int	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-34ac76f13e52fd72d0dbcafd	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:jsonBlock	ScanPlan.jsonBlock	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-0438d14b7f41bc36a893417e	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:lower	ScanPlan.lower	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-8933c17ec4ad13e937f395f3	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:markdown	ScanPlan.markdown	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-d241e8045d64984fefc5ba0d	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:mask	ScanPlan.mask	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-0eb9b543cf7f05fd003162e3	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:max	ScanPlan.max	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-f67cc22c07e59891b8aa72ca	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:maxAttempts	ScanPlan.maxAttempts	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-e0c3c38fdf7f72cb2a7c3e3e	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:maxLen	ScanPlan.maxLen	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-2986e2863b1495d689869149	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:maxLines	ScanPlan.maxLines	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-8eeca3eaf21b9b50f5f19332	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:menu	ScanPlan.menu	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-ce50bfe174380d915f79bbd1	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:min	ScanPlan.min	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-13f6ccc8f95395711472a8ac	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:minLen	ScanPlan.minLen	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-1306f9455e3785bc45727df3	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
g170-scan:minStrength	ScanPlan.minStrength	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-56d13cf12b46bb5100c9b006	NORMATIVE_STABLE_PROFILE	Real contextual option AST children, lexical operands and native ScanPlan owners. Text UTF-8 <=4096 bytes; Int64; Bool true/false; Char one-byte profile; 1..32 choices; finite retries <=8; readonly relative replay file <=4096 bytes/path<=256; typed Option<Int>/Result<T,ScanError>; headless Console metadata and pointer-free native events. Public secret events hide input bytes/length/digest. No live backend claim. Multiline/paragraph/block/Markdown/code/JSON/raw modes use native G078/G080 owners with at most 256 lines; finite Console enum choices are not nominal enum reflection; multiSelect exposes the native unique 32-bit mask; confirmSecret consumes a second input; forgetAfterUse zeroizes consumed private bytes and preserves the owned result. At most 32 total options. SymbolId/DocRecord reconciliation stays in F01.
